categories_alias,categories_title,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,rating,location,coordinates,photos,hours
chiropractors,Chiropractors,JtRA2NpIkVdNSBFI7WFJOA,cascade-spinal-rehab-center-provo,Cascade Spinal Rehab Center,https://s3-media3.fl.yelpcdn.com/bphoto/Whq6b0q0PDoLtK2_Nk6VHg/o.jpg,True,False,https://www.yelp.com/biz/cascade-spinal-rehab-center-provo?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012359977,(801) 235-9977,3,5.0,"{'address1': '75 S 200th E', 'address2': None, 'address3': None, 'city': 'Provo', 'zip_code': '84606', 'country': 'US', 'state': 'UT', 'display_address': ['75 S 200th E', 'Provo, UT 84606'], 'cross_streets': ''}","{'latitude': 40.232829, 'longitude': -111.654922}","['https://s3-media3.fl.yelpcdn.com/bphoto/Whq6b0q0PDoLtK2_Nk6VHg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/C23Ub8Deqj_i53wm4r4OWQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ZRiNZrU2Ng9ZkodldiEBIg/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 4}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
massage_therapy,Massage Therapy,JtRA2NpIkVdNSBFI7WFJOA,cascade-spinal-rehab-center-provo,Cascade Spinal Rehab Center,https://s3-media3.fl.yelpcdn.com/bphoto/Whq6b0q0PDoLtK2_Nk6VHg/o.jpg,True,False,https://www.yelp.com/biz/cascade-spinal-rehab-center-provo?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012359977,(801) 235-9977,3,5.0,"{'address1': '75 S 200th E', 'address2': None, 'address3': None, 'city': 'Provo', 'zip_code': '84606', 'country': 'US', 'state': 'UT', 'display_address': ['75 S 200th E', 'Provo, UT 84606'], 'cross_streets': ''}","{'latitude': 40.232829, 'longitude': -111.654922}","['https://s3-media3.fl.yelpcdn.com/bphoto/Whq6b0q0PDoLtK2_Nk6VHg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/C23Ub8Deqj_i53wm4r4OWQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ZRiNZrU2Ng9ZkodldiEBIg/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1230', 'day': 4}, {'is_overnight': False, 'start': '1400', 'end': '1800', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
chiropractors,Chiropractors,nS9f7tzrWTNqosdJP4TNUA,provo-sports-and-family-chiropractic-provo,Provo Sports and Family Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/QJt585KebX6q1y3nBvCahA/o.jpg,True,False,https://www.yelp.com/biz/provo-sports-and-family-chiropractic-provo?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18013752420,(801) 375-2420,2,3.5,"{'address1': '777 N 500th W', 'address2': '', 'address3': '', 'city': 'Provo', 'zip_code': '84601', 'country': 'US', 'state': 'UT', 'display_address': ['777 N 500th W', 'Provo, UT 84601'], 'cross_streets': ''}","{'latitude': 40.243902, 'longitude': -111.6682277}","['https://s3-media1.fl.yelpcdn.com/bphoto/QJt585KebX6q1y3nBvCahA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/rql961hDwgE1BchFnmK5Iw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/1-nXFSMDRl0umjSFbHu_3Q/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': True}"
chiropractors,Chiropractors,nr5D7NncRm4msFkyfOXuEA,excel-chiropractic-payson,Excel Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg,True,False,https://www.yelp.com/biz/excel-chiropractic-payson?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13854045489,(385) 404-5489,1,5.0,"{'address1': '814 S 1040th W', 'address2': None, 'address3': '', 'city': 'Payson', 'zip_code': '84651', 'country': 'US', 'state': 'UT', 'display_address': ['814 S 1040th W', 'Payson, UT 84651'], 'cross_streets': ''}","{'latitude': 40.030994020797486, 'longitude': -111.750988331596}","['https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HtNZgFJGxJHvLcHjN9Pauw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/3RrvdQlexXpNDcjtj1X4mw/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
massage_therapy,Massage Therapy,nr5D7NncRm4msFkyfOXuEA,excel-chiropractic-payson,Excel Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg,True,False,https://www.yelp.com/biz/excel-chiropractic-payson?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13854045489,(385) 404-5489,1,5.0,"{'address1': '814 S 1040th W', 'address2': None, 'address3': '', 'city': 'Payson', 'zip_code': '84651', 'country': 'US', 'state': 'UT', 'display_address': ['814 S 1040th W', 'Payson, UT 84651'], 'cross_streets': ''}","{'latitude': 40.030994020797486, 'longitude': -111.750988331596}","['https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HtNZgFJGxJHvLcHjN9Pauw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/3RrvdQlexXpNDcjtj1X4mw/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
acupuncture,Acupuncture,nr5D7NncRm4msFkyfOXuEA,excel-chiropractic-payson,Excel Chiropractic,https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg,True,False,https://www.yelp.com/biz/excel-chiropractic-payson?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+13854045489,(385) 404-5489,1,5.0,"{'address1': '814 S 1040th W', 'address2': None, 'address3': '', 'city': 'Payson', 'zip_code': '84651', 'country': 'US', 'state': 'UT', 'display_address': ['814 S 1040th W', 'Payson, UT 84651'], 'cross_streets': ''}","{'latitude': 40.030994020797486, 'longitude': -111.750988331596}","['https://s3-media1.fl.yelpcdn.com/bphoto/t4TBqtiixV5C3ExQMmUSZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HtNZgFJGxJHvLcHjN9Pauw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/3RrvdQlexXpNDcjtj1X4mw/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1300', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
chiropractors,Chiropractors,Y6A9uP7Nm-9zjmTza5yLSw,uintah-spinal-health-provo,Uintah Spinal Health,https://s3-media4.fl.yelpcdn.com/bphoto/ucLSWLyYWJ24AegmtEoC0w/o.jpg,True,False,https://www.yelp.com/biz/uintah-spinal-health-provo?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012359944,(801) 235-9944,1,5.0,"{'address1': '2230 N University Pkwy', 'address2': 'Ste 6B', 'address3': '', 'city': 'Provo', 'zip_code': '84604', 'country': 'US', 'state': 'UT', 'display_address': ['2230 N University Pkwy', 'Ste 6B', 'Provo, UT 84604'], 'cross_streets': ''}","{'latitude': 40.262415, 'longitude': -111.665437}","['https://s3-media4.fl.yelpcdn.com/bphoto/ucLSWLyYWJ24AegmtEoC0w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ukcTRS8Ckj4gL6lOS82r-Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/tEiEdCGHKrUBq9HawhRKKg/o.jpg']","{'open': [{'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
chiropractors,Chiropractors,5TSy9uZVgkZNGLvpnWwgTw,spinal-rehab-specialists-orem-4,Spinal Rehab Specialists,https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg,True,False,https://www.yelp.com/biz/spinal-rehab-specialists-orem-4?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012212999,(801) 221-2999,2,5.0,"{'address1': '1704 S State St', 'address2': None, 'address3': '', 'city': 'Orem', 'zip_code': '84097', 'country': 'US', 'state': 'UT', 'display_address': ['1704 S State St', 'Orem, UT 84097'], 'cross_streets': ''}","{'latitude': 40.2658792, 'longitude': -111.6816682}","['https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/il2Y7gKrs-vDfsSnCAvdUg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/iaQzl8CBSiNxLZIPpIgR3g/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 4}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
massage_therapy,Massage Therapy,5TSy9uZVgkZNGLvpnWwgTw,spinal-rehab-specialists-orem-4,Spinal Rehab Specialists,https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg,True,False,https://www.yelp.com/biz/spinal-rehab-specialists-orem-4?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012212999,(801) 221-2999,2,5.0,"{'address1': '1704 S State St', 'address2': None, 'address3': '', 'city': 'Orem', 'zip_code': '84097', 'country': 'US', 'state': 'UT', 'display_address': ['1704 S State St', 'Orem, UT 84097'], 'cross_streets': ''}","{'latitude': 40.2658792, 'longitude': -111.6816682}","['https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/il2Y7gKrs-vDfsSnCAvdUg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/iaQzl8CBSiNxLZIPpIgR3g/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 4}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
physicaltherapy,Physical Therapy,5TSy9uZVgkZNGLvpnWwgTw,spinal-rehab-specialists-orem-4,Spinal Rehab Specialists,https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg,True,False,https://www.yelp.com/biz/spinal-rehab-specialists-orem-4?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18012212999,(801) 221-2999,2,5.0,"{'address1': '1704 S State St', 'address2': None, 'address3': '', 'city': 'Orem', 'zip_code': '84097', 'country': 'US', 'state': 'UT', 'display_address': ['1704 S State St', 'Orem, UT 84097'], 'cross_streets': ''}","{'latitude': 40.2658792, 'longitude': -111.6816682}","['https://s3-media1.fl.yelpcdn.com/bphoto/XGdqaqJR0zeKasU_2fCj3A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/il2Y7gKrs-vDfsSnCAvdUg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/iaQzl8CBSiNxLZIPpIgR3g/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1200', 'day': 4}, {'is_overnight': False, 'start': '1500', 'end': '1830', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}"
massage_therapy,Massage Therapy,J3jUM9EG21XKqolGPlBXfg,canyon-gate-massage-therapy-and-wellness-orem,Canyon Gate Massage Therapy & Wellness,https://s3-media3.fl.yelpcdn.com/bphoto/9glGMJvwQw31SmQdFg1yPQ/o.jpg,True,False,https://www.yelp.com/biz/canyon-gate-massage-therapy-and-wellness-orem?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18016138025,(801) 613-8025,4,4.5,"{'address1': '1145 E 800 N', 'address2': None, 'address3': '', 'city': 'Orem', 'zip_code': '84059', 'country': 'US', 'state': 'UT', 'display_address': ['1145 E 800 N', 'Orem, UT 84059'], 'cross_streets': ''}","{'latitude': 40.31238, 'longitude': -111.66865}","['https://s3-media3.fl.yelpcdn.com/bphoto/9glGMJvwQw31SmQdFg1yPQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zuEYiJ1G3TtU_wlCgXOYcA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/PAyGsEvG6spfhUxjDDMUyA/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}"
massage,Massage,J3jUM9EG21XKqolGPlBXfg,canyon-gate-massage-therapy-and-wellness-orem,Canyon Gate Massage Therapy & Wellness,https://s3-media3.fl.yelpcdn.com/bphoto/9glGMJvwQw31SmQdFg1yPQ/o.jpg,True,False,https://www.yelp.com/biz/canyon-gate-massage-therapy-and-wellness-orem?adjust_creative=hE8bi2YODO-vfPOp0t5Rkw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=hE8bi2YODO-vfPOp0t5Rkw,+18016138025,(801) 613-8025,4,4.5,"{'address1': '1145 E 800 N', 'address2': None, 'address3': '', 'city': 'Orem', 'zip_code': '84059', 'country': 'US', 'state': 'UT', 'display_address': ['1145 E 800 N', 'Orem, UT 84059'], 'cross_streets': ''}","{'latitude': 40.31238, 'longitude': -111.66865}","['https://s3-media3.fl.yelpcdn.com/bphoto/9glGMJvwQw31SmQdFg1yPQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zuEYiJ1G3TtU_wlCgXOYcA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/PAyGsEvG6spfhUxjDDMUyA/o.jpg']","{'open': [{'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}"
